cliente,fecha,servicio,producto,ubicacion,cantidad,monto_usd,monto_pen,año,mes
Cliente B,2025-03-14 10:31:21.081,Servicio 3,Producto C,Zona Sur,11,9806.38,36773.92,2025,3
Cliente A,2025-03-15 12:49:43.784,Servicio 2,Producto A,Zona Norte,14,6456.44,24211.65,2025,3
Cliente B,2025-03-16 15:08:06.486,Servicio 3,Producto C,Zona Sur,2,7599.84,28499.4,2025,3
Cliente A,2025-03-17 17:26:29.189,Servicio 1,Producto A,Zona Centro,5,6523.92,24464.7,2025,3
Cliente D,2025-03-18 19:44:51.892,Servicio 1,Producto B,Zona Centro,5,848.07,3180.26,2025,3
Cliente D,2025-03-19 22:03:14.595,Servicio 1,Producto C,Zona Sur,19,5362.89,20110.84,2025,3
Cliente E,2025-03-21 00:21:37.297,Servicio 2,Producto A,Zona Sur,12,3067.69,11503.84,2025,3
Cliente B,2025-03-22 02:40:00.000,Servicio 3,Producto C,Zona Norte,18,1927.15,7226.81,2025,3
Cliente E,2025-03-23 04:58:22.703,Servicio 2,Producto C,Zona Sur,4,14372.45,53896.69,2025,3
Cliente B,2025-03-24 07:16:45.405,Servicio 2,Producto C,Zona Norte,17,9190.72,34465.2,2025,3
Cliente E,2025-03-25 09:35:08.108,Servicio 1,Producto C,Zona Centro,10,11065.52,41495.7,2025,3
Cliente C,2025-03-26 11:53:30.811,Servicio 2,Producto A,Zona Sur,6,5072.77,19022.89,2025,3
Cliente C,2025-03-27 14:11:53.514,Servicio 2,Producto B,Zona Norte,14,6200.63,23252.36,2025,3
Cliente C,2025-03-28 16:30:16.216,Servicio 1,Producto A,Zona Norte,11,3935.4,14757.75,2025,3
Cliente C,2025-03-29 18:48:38.919,Servicio 2,Producto A,Zona Centro,11,1906.0,7147.5,2025,3
Cliente A,2025-03-30 21:07:01.622,Servicio 1,Producto A,Zona Sur,18,3095.96,11609.85,2025,3
Cliente C,2025-03-31 23:25:24.324,Servicio 1,Producto B,Zona Centro,18,12063.95,45239.81,2025,3
Cliente D,2025-04-02 01:43:47.027,Servicio 1,Producto C,Zona Norte,11,10324.41,38716.54,2025,4
Cliente D,2025-04-03 04:02:09.730,Servicio 1,Producto C,Zona Norte,12,8430.47,31614.26,2025,4
Cliente A,2025-04-04 06:20:32.432,Servicio 2,Producto C,Zona Sur,5,7388.8,27708.0,2025,4
Cliente C,2025-04-05 08:38:55.135,Servicio 1,Producto B,Zona Norte,9,13875.3,52032.38,2025,4
Cliente C,2025-04-06 10:57:17.838,Servicio 1,Producto C,Zona Sur,9,1554.66,5829.98,2025,4
Cliente C,2025-04-07 13:15:40.541,Servicio 2,Producto B,Zona Centro,10,4568.71,17132.66,2025,4
Cliente E,2025-04-08 15:34:03.243,Servicio 2,Producto C,Zona Sur,19,5574.1,20902.88,2025,4
Cliente B,2025-04-09 17:52:25.946,Servicio 3,Producto C,Zona Sur,1,11845.17,44419.39,2025,4
Cliente E,2025-04-10 20:10:48.649,Servicio 2,Producto A,Zona Norte,7,14891.46,55842.98,2025,4
Cliente B,2025-04-11 22:29:11.351,Servicio 2,Producto B,Zona Norte,4,3989.72,14961.45,2025,4
Cliente C,2025-04-13 00:47:34.054,Servicio 3,Producto A,Zona Sur,1,13177.46,49415.48,2025,4
Cliente C,2025-04-14 03:05:56.757,Servicio 2,Producto A,Zona Norte,15,12544.03,47040.11,2025,4
Cliente E,2025-04-15 05:24:19.459,Servicio 2,Producto A,Zona Norte,8,3757.53,14090.74,2025,4
Cliente E,2025-04-16 07:42:42.162,Servicio 2,Producto B,Zona Norte,12,6290.32,23588.7,2025,4
Cliente B,2025-04-17 10:01:04.865,Servicio 2,Producto B,Zona Sur,18,6440.26,24150.98,2025,4
Cliente D,2025-04-18 12:19:27.568,Servicio 3,Producto C,Zona Norte,15,14684.2,55065.75,2025,4
Cliente B,2025-04-19 14:37:50.270,Servicio 2,Producto A,Zona Sur,17,3122.93,11710.99,2025,4
Cliente E,2025-04-20 16:56:12.973,Servicio 2,Producto C,Zona Norte,14,12087.79,45329.21,2025,4
Cliente E,2025-04-21 19:14:35.676,Servicio 3,Producto A,Zona Centro,14,5345.79,20046.71,2025,4
Cliente A,2025-04-22 21:32:58.378,Servicio 1,Producto B,Zona Norte,18,11097.62,41616.08,2025,4
Cliente E,2025-04-23 23:51:21.081,Servicio 3,Producto B,Zona Norte,18,6590.16,24713.1,2025,4
Cliente A,2025-04-25 02:09:43.784,Servicio 1,Producto B,Zona Sur,16,8886.22,33323.32,2025,4
Cliente D,2025-04-26 04:28:06.486,Servicio 3,Producto A,Zona Sur,1,12572.87,47148.26,2025,4
Cliente B,2025-04-27 06:46:29.189,Servicio 3,Producto B,Zona Norte,11,12160.4,45601.5,2025,4
Cliente B,2025-04-28 09:04:51.892,Servicio 2,Producto A,Zona Centro,15,13063.14,48986.77,2025,4
Cliente A,2025-04-29 11:23:14.595,Servicio 1,Producto C,Zona Norte,12,1364.45,5116.69,2025,4
Cliente B,2025-04-30 13:41:37.297,Servicio 2,Producto A,Zona Norte,8,10534.73,39505.24,2025,4
Cliente E,2025-05-01 16:00:00.000,Servicio 1,Producto C,Zona Centro,6,2529.82,9486.83,2025,5
Cliente C,2025-05-02 18:18:22.703,Servicio 3,Producto A,Zona Sur,3,6529.37,24485.14,2025,5
Cliente A,2025-05-03 20:36:45.405,Servicio 3,Producto C,Zona Norte,13,8454.53,31704.49,2025,5
Cliente B,2025-05-04 22:55:08.108,Servicio 1,Producto B,Zona Sur,13,6339.72,23773.95,2025,5
Cliente A,2025-05-06 01:13:30.811,Servicio 2,Producto C,Zona Sur,2,8034.37,30128.89,2025,5
Cliente A,2025-05-07 03:31:53.514,Servicio 2,Producto B,Zona Centro,5,14949.63,56061.11,2025,5
Cliente C,2025-05-08 05:50:16.216,Servicio 2,Producto B,Zona Centro,17,2460.65,9227.44,2025,5
Cliente E,2025-05-09 08:08:38.919,Servicio 2,Producto C,Zona Sur,6,10294.11,38602.91,2025,5
Cliente A,2025-05-10 10:27:01.622,Servicio 3,Producto A,Zona Norte,2,6242.01,23407.54,2025,5
Cliente B,2025-05-11 12:45:24.324,Servicio 3,Producto A,Zona Sur,4,2428.64,9107.4,2025,5
Cliente D,2025-05-12 15:03:47.027,Servicio 3,Producto A,Zona Norte,11,2801.68,10506.3,2025,5
Cliente A,2025-05-13 17:22:09.730,Servicio 3,Producto A,Zona Norte,8,14264.46,53491.72,2025,5
Cliente A,2025-05-14 19:40:32.432,Servicio 3,Producto A,Zona Centro,12,13254.22,49703.32,2025,5
Cliente C,2025-05-15 21:58:55.135,Servicio 2,Producto B,Zona Norte,8,13652.11,51195.41,2025,5
Cliente E,2025-05-17 00:17:17.838,Servicio 2,Producto A,Zona Norte,11,14877.23,55789.61,2025,5
Cliente D,2025-05-18 02:35:40.541,Servicio 2,Producto B,Zona Sur,8,3520.57,13202.14,2025,5
Cliente B,2025-05-19 04:54:03.243,Servicio 2,Producto B,Zona Centro,8,5653.87,21202.01,2025,5
Cliente D,2025-05-20 07:12:25.946,Servicio 3,Producto B,Zona Norte,17,10203.68,38263.8,2025,5
Cliente B,2025-05-21 09:30:48.649,Servicio 3,Producto C,Zona Norte,16,7515.14,28181.78,2025,5
Cliente E,2025-05-22 11:49:11.351,Servicio 3,Producto C,Zona Centro,14,6566.65,24624.94,2025,5
Cliente B,2025-05-23 14:07:34.054,Servicio 1,Producto B,Zona Sur,11,5688.26,21330.98,2025,5
Cliente C,2025-05-24 16:25:56.757,Servicio 2,Producto C,Zona Centro,7,9109.82,34161.82,2025,5
Cliente C,2025-05-25 18:44:19.459,Servicio 2,Producto A,Zona Centro,16,8846.1,33172.88,2025,5
Cliente C,2025-05-26 21:02:42.162,Servicio 3,Producto A,Zona Norte,13,2841.14,10654.28,2025,5
Cliente C,2025-05-27 23:21:04.865,Servicio 2,Producto B,Zona Norte,15,7340.23,27525.86,2025,5
Cliente D,2025-05-29 01:39:27.568,Servicio 2,Producto A,Zona Sur,16,8525.34,31970.02,2025,5
Cliente E,2025-05-30 03:57:50.270,Servicio 3,Producto B,Zona Norte,9,8769.16,32884.35,2025,5
Cliente B,2025-05-31 06:16:12.973,Servicio 1,Producto B,Zona Norte,3,3546.55,13299.56,2025,5
Cliente B,2025-06-01 08:34:35.676,Servicio 1,Producto A,Zona Centro,19,11262.94,42236.02,2025,6
Cliente C,2025-06-02 10:52:58.378,Servicio 1,Producto C,Zona Norte,5,865.39,3245.21,2025,6
Cliente C,2025-06-03 13:11:21.081,Servicio 3,Producto A,Zona Sur,10,5645.06,21168.98,2025,6
Cliente A,2025-06-04 15:29:43.784,Servicio 2,Producto A,Zona Centro,17,11813.08,44299.05,2025,6
Cliente E,2025-06-05 17:48:06.486,Servicio 3,Producto B,Zona Sur,15,8676.45,32536.69,2025,6
Cliente D,2025-06-06 20:06:29.189,Servicio 3,Producto B,Zona Centro,8,4286.86,16075.72,2025,6
Cliente B,2025-06-07 22:24:51.892,Servicio 2,Producto B,Zona Norte,15,10576.82,39663.07,2025,6
Cliente A,2025-06-09 00:43:14.595,Servicio 1,Producto B,Zona Centro,14,8727.17,32726.89,2025,6
Cliente A,2025-06-10 03:01:37.297,Servicio 1,Producto C,Zona Centro,7,12045.53,45170.74,2025,6
Cliente B,2025-06-11 05:20:00.000,Servicio 3,Producto C,Zona Norte,12,11157.87,41842.01,2025,6
Cliente D,2025-06-12 07:38:22.703,Servicio 1,Producto C,Zona Norte,17,9346.56,35049.6,2025,6
Cliente A,2025-06-13 09:56:45.405,Servicio 3,Producto B,Zona Sur,17,7578.58,28419.68,2025,6
Cliente A,2025-06-14 12:15:08.108,Servicio 3,Producto B,Zona Sur,10,2431.14,9116.78,2025,6
Cliente E,2025-06-15 14:33:30.811,Servicio 2,Producto B,Zona Norte,19,4289.33,16084.99,2025,6
Cliente D,2025-06-16 16:51:53.514,Servicio 2,Producto C,Zona Norte,14,6576.94,24663.52,2025,6
Cliente A,2025-06-17 19:10:16.216,Servicio 2,Producto B,Zona Norte,11,9189.84,34461.9,2025,6
Cliente D,2025-06-18 21:28:38.919,Servicio 3,Producto A,Zona Centro,2,7948.76,29807.85,2025,6
Cliente B,2025-06-19 23:47:01.622,Servicio 2,Producto A,Zona Centro,18,4678.68,17545.05,2025,6
Cliente C,2025-06-21 02:05:24.324,Servicio 1,Producto B,Zona Centro,7,593.73,2226.49,2025,6
Cliente A,2025-06-22 04:23:47.027,Servicio 1,Producto A,Zona Norte,12,7695.47,28858.01,2025,6
Cliente E,2025-06-23 06:42:09.730,Servicio 3,Producto A,Zona Sur,2,4641.58,17405.92,2025,6
Cliente B,2025-06-24 09:00:32.432,Servicio 3,Producto C,Zona Norte,18,11151.82,41819.32,2025,6
Cliente D,2025-06-25 11:18:55.135,Servicio 2,Producto B,Zona Centro,6,847.22,3177.08,2025,6
Cliente B,2025-06-26 13:37:17.838,Servicio 3,Producto B,Zona Centro,10,8980.0,33675.0,2025,6
Cliente A,2025-06-27 15:55:40.541,Servicio 3,Producto C,Zona Norte,15,14151.38,53067.68,2025,6
Cliente D,2025-06-28 18:14:03.243,Servicio 1,Producto A,Zona Norte,5,3028.93,11358.49,2025,6
Cliente C,2025-06-29 20:32:25.946,Servicio 1,Producto A,Zona Centro,3,7338.92,27520.95,2025,6
Cliente B,2025-06-30 22:50:48.649,Servicio 2,Producto B,Zona Centro,5,1825.62,6846.08,2025,6
Cliente A,2025-07-02 01:09:11.351,Servicio 3,Producto A,Zona Centro,8,9572.39,35896.46,2025,7
Cliente E,2025-07-03 03:27:34.054,Servicio 3,Producto C,Zona Norte,8,8482.71,31810.16,2025,7
Cliente D,2025-07-04 05:45:56.757,Servicio 1,Producto C,Zona Centro,8,6406.8,24025.5,2025,7
Cliente B,2025-07-05 08:04:19.459,Servicio 3,Producto B,Zona Centro,12,8059.97,30224.89,2025,7
Cliente B,2025-07-06 10:22:42.162,Servicio 1,Producto C,Zona Sur,8,13500.33,50626.24,2025,7
Cliente C,2025-07-07 12:41:04.865,Servicio 2,Producto C,Zona Norte,11,3346.27,12548.51,2025,7
Cliente C,2025-07-08 14:59:27.568,Servicio 1,Producto B,Zona Sur,14,827.19,3101.96,2025,7
Cliente E,2025-07-09 17:17:50.270,Servicio 3,Producto C,Zona Sur,8,12994.14,48728.02,2025,7
Cliente E,2025-07-10 19:36:12.973,Servicio 2,Producto C,Zona Centro,10,8868.2,33255.75,2025,7
Cliente A,2025-07-11 21:54:35.676,Servicio 1,Producto C,Zona Norte,7,13414.55,50304.56,2025,7
Cliente A,2025-07-13 00:12:58.378,Servicio 1,Producto A,Zona Centro,17,9155.71,34333.91,2025,7
Cliente E,2025-07-14 02:31:21.081,Servicio 2,Producto B,Zona Norte,4,12247.34,45927.52,2025,7
Cliente E,2025-07-15 04:49:43.784,Servicio 2,Producto B,Zona Sur,13,6730.26,25238.48,2025,7
Cliente D,2025-07-16 07:08:06.486,Servicio 1,Producto B,Zona Norte,4,11372.97,42648.64,2025,7
Cliente C,2025-07-17 09:26:29.189,Servicio 3,Producto A,Zona Centro,5,13739.1,51521.62,2025,7
Cliente A,2025-07-18 11:44:51.892,Servicio 1,Producto A,Zona Centro,4,8795.78,32984.18,2025,7
Cliente C,2025-07-19 14:03:14.595,Servicio 2,Producto B,Zona Centro,18,3121.38,11705.18,2025,7
Cliente C,2025-07-20 16:21:37.297,Servicio 1,Producto A,Zona Norte,6,4397.57,16490.89,2025,7
Cliente E,2025-07-21 18:40:00.000,Servicio 2,Producto B,Zona Sur,2,3380.35,12676.31,2025,7
Cliente D,2025-07-22 20:58:22.703,Servicio 2,Producto A,Zona Sur,11,4079.43,15297.86,2025,7
Cliente B,2025-07-23 23:16:45.405,Servicio 3,Producto C,Zona Norte,14,4943.02,18536.32,2025,7
Cliente D,2025-07-25 01:35:08.108,Servicio 2,Producto C,Zona Centro,5,8549.44,32060.4,2025,7
Cliente D,2025-07-26 03:53:30.811,Servicio 2,Producto B,Zona Sur,6,9025.88,33847.05,2025,7
Cliente C,2025-07-27 06:11:53.514,Servicio 3,Producto A,Zona Centro,10,6684.25,25065.94,2025,7
Cliente D,2025-07-28 08:30:16.216,Servicio 2,Producto A,Zona Norte,8,9423.6,35338.5,2025,7
Cliente A,2025-07-29 10:48:38.919,Servicio 3,Producto C,Zona Centro,14,1682.84,6310.65,2025,7
Cliente C,2025-07-30 13:07:01.622,Servicio 3,Producto C,Zona Sur,3,1772.93,6648.49,2025,7
Cliente A,2025-07-31 15:25:24.324,Servicio 2,Producto A,Zona Sur,12,2991.53,11218.24,2025,7
Cliente B,2025-08-01 17:43:47.027,Servicio 2,Producto A,Zona Centro,16,8012.12,30045.45,2025,8
Cliente C,2025-08-02 20:02:09.730,Servicio 1,Producto A,Zona Norte,17,3602.92,13510.95,2025,8
Cliente B,2025-08-03 22:20:32.432,Servicio 3,Producto A,Zona Centro,1,4607.62,17278.58,2025,8
Cliente C,2025-08-05 00:38:55.135,Servicio 1,Producto A,Zona Norte,10,6304.54,23642.02,2025,8
Cliente E,2025-08-06 02:57:17.838,Servicio 2,Producto A,Zona Centro,10,12272.06,46020.22,2025,8
Cliente D,2025-08-07 05:15:40.541,Servicio 1,Producto B,Zona Sur,2,701.0,2628.75,2025,8
Cliente E,2025-08-08 07:34:03.243,Servicio 3,Producto A,Zona Norte,9,9915.99,37184.96,2025,8
Cliente B,2025-08-09 09:52:25.946,Servicio 1,Producto C,Zona Norte,13,10198.71,38245.16,2025,8
Cliente D,2025-08-10 12:10:48.649,Servicio 3,Producto B,Zona Norte,16,12080.51,45301.91,2025,8
Cliente C,2025-08-11 14:29:11.351,Servicio 2,Producto A,Zona Sur,18,14024.92,52593.45,2025,8
Cliente D,2025-08-12 16:47:34.054,Servicio 2,Producto C,Zona Centro,19,792.0,2970.0,2025,8
Cliente A,2025-08-13 19:05:56.757,Servicio 3,Producto B,Zona Sur,12,2729.86,10236.98,2025,8
Cliente D,2025-08-14 21:24:19.459,Servicio 2,Producto C,Zona Norte,8,13349.48,50060.55,2025,8
Cliente A,2025-08-15 23:42:42.162,Servicio 2,Producto A,Zona Centro,17,7148.52,26806.95,2025,8
Cliente D,2025-08-17 02:01:04.865,Servicio 2,Producto A,Zona Sur,15,8686.56,32574.6,2025,8
Cliente A,2025-08-18 04:19:27.568,Servicio 2,Producto A,Zona Norte,10,10113.89,37927.09,2025,8
Cliente B,2025-08-19 06:37:50.270,Servicio 3,Producto A,Zona Norte,15,10346.47,38799.26,2025,8
Cliente E,2025-08-20 08:56:12.973,Servicio 1,Producto B,Zona Sur,15,14010.24,52538.4,2025,8
Cliente C,2025-08-21 11:14:35.676,Servicio 1,Producto B,Zona Sur,7,14955.77,56084.14,2025,8
Cliente D,2025-08-22 13:32:58.378,Servicio 2,Producto C,Zona Sur,13,10942.28,41033.55,2025,8
Cliente E,2025-08-23 15:51:21.081,Servicio 1,Producto A,Zona Norte,17,4664.71,17492.66,2025,8
Cliente C,2025-08-24 18:09:43.784,Servicio 1,Producto C,Zona Sur,9,13256.41,49711.54,2025,8
Cliente C,2025-08-25 20:28:06.486,Servicio 2,Producto B,Zona Norte,8,1213.7,4551.38,2025,8
Cliente A,2025-08-26 22:46:29.189,Servicio 2,Producto A,Zona Sur,18,3850.67,14440.01,2025,8
Cliente B,2025-08-28 01:04:51.892,Servicio 1,Producto A,Zona Norte,13,13512.09,50670.34,2025,8
Cliente B,2025-08-29 03:23:14.595,Servicio 3,Producto B,Zona Norte,16,4214.78,15805.42,2025,8
Cliente E,2025-08-30 05:41:37.297,Servicio 2,Producto B,Zona Centro,9,3699.44,13872.9,2025,8
Cliente B,2025-08-31 08:00:00.000,Servicio 3,Producto B,Zona Sur,12,2502.82,9385.58,2025,8
Cliente D,2025-09-01 10:18:22.703,Servicio 1,Producto B,Zona Sur,12,12957.12,48589.2,2025,9
Cliente B,2025-09-02 12:36:45.405,Servicio 2,Producto B,Zona Norte,6,7750.84,29065.65,2025,9
Cliente E,2025-09-03 14:55:08.108,Servicio 3,Producto A,Zona Norte,19,10285.95,38572.31,2025,9
Cliente B,2025-09-04 17:13:30.811,Servicio 2,Producto B,Zona Norte,7,3966.46,14874.22,2025,9
Cliente D,2025-09-05 19:31:53.514,Servicio 1,Producto A,Zona Centro,3,11491.59,43093.46,2025,9
Cliente A,2025-09-06 21:50:16.216,Servicio 3,Producto A,Zona Centro,16,11520.08,43200.3,2025,9
Cliente E,2025-09-08 00:08:38.919,Servicio 1,Producto B,Zona Norte,18,5032.67,18872.51,2025,9
Cliente A,2025-09-09 02:27:01.622,Servicio 1,Producto B,Zona Sur,16,6454.9,24205.88,2025,9
Cliente A,2025-09-10 04:45:24.324,Servicio 2,Producto A,Zona Sur,7,3540.51,13276.91,2025,9
Cliente A,2025-09-11 07:03:47.027,Servicio 3,Producto B,Zona Centro,4,14660.13,54975.49,2025,9
Cliente C,2025-09-12 09:22:09.730,Servicio 1,Producto B,Zona Centro,8,9861.24,36979.65,2025,9
Cliente C,2025-09-13 11:40:32.432,Servicio 1,Producto B,Zona Norte,13,14050.89,52690.84,2025,9
Cliente A,2025-09-14 13:58:55.135,Servicio 3,Producto C,Zona Sur,13,4899.09,18371.59,2025,9
Cliente E,2025-09-15 16:17:17.838,Servicio 1,Producto A,Zona Norte,17,11837.42,44390.32,2025,9
Cliente D,2025-09-16 18:35:40.541,Servicio 1,Producto C,Zona Centro,17,11604.95,43518.56,2025,9
Cliente D,2025-09-17 20:54:03.243,Servicio 3,Producto B,Zona Sur,5,10529.01,39483.79,2025,9
Cliente B,2025-09-18 23:12:25.946,Servicio 3,Producto C,Zona Sur,6,14501.77,54381.64,2025,9
Cliente E,2025-09-20 01:30:48.649,Servicio 3,Producto B,Zona Centro,19,6206.55,23274.56,2025,9
Cliente C,2025-09-21 03:49:11.351,Servicio 3,Producto C,Zona Norte,13,2395.4,8982.75,2025,9
Cliente A,2025-09-22 06:07:34.054,Servicio 2,Producto B,Zona Norte,14,10239.78,38399.18,2025,9
Cliente B,2025-09-23 08:25:56.757,Servicio 3,Producto C,Zona Sur,4,11074.99,41531.21,2025,9
Cliente D,2025-09-24 10:44:19.459,Servicio 2,Producto C,Zona Centro,7,8838.38,33143.92,2025,9
Cliente C,2025-09-25 13:02:42.162,Servicio 2,Producto C,Zona Sur,8,3498.86,13120.72,2025,9
Cliente C,2025-09-26 15:21:04.865,Servicio 2,Producto A,Zona Centro,13,7814.61,29304.79,2025,9
Cliente A,2025-09-27 17:39:27.568,Servicio 1,Producto C,Zona Norte,6,5026.75,18850.31,2025,9
Cliente D,2025-09-28 19:57:50.270,Servicio 2,Producto A,Zona Centro,6,6698.26,25118.48,2025,9
Cliente E,2025-09-29 22:16:12.973,Servicio 2,Producto B,Zona Norte,3,9855.67,36958.76,2025,9
Cliente C,2025-10-01 00:34:35.676,Servicio 1,Producto C,Zona Centro,3,11305.61,42396.04,2025,10
Cliente A,2025-10-02 02:52:58.378,Servicio 1,Producto B,Zona Sur,13,3867.26,14502.22,2025,10
Cliente E,2025-10-03 05:11:21.081,Servicio 1,Producto B,Zona Norte,2,6377.22,23914.58,2025,10
Cliente D,2025-10-04 07:29:43.784,Servicio 3,Producto C,Zona Sur,16,4402.84,16510.65,2025,10
Cliente C,2025-10-05 09:48:06.486,Servicio 1,Producto A,Zona Sur,6,3380.16,12675.6,2025,10
Cliente E,2025-10-06 12:06:29.189,Servicio 1,Producto C,Zona Norte,8,11859.11,44471.66,2025,10
Cliente E,2025-10-07 14:24:51.892,Servicio 2,Producto B,Zona Norte,8,13684.16,51315.6,2025,10
Cliente E,2025-10-08 16:43:14.595,Servicio 1,Producto B,Zona Sur,6,5868.37,22006.39,2025,10
Cliente C,2025-10-09 19:01:37.297,Servicio 3,Producto C,Zona Sur,14,11393.54,42725.78,2025,10
Cliente C,2025-10-10 21:20:00.000,Servicio 1,Producto A,Zona Sur,3,13506.43,50649.11,2025,10
Cliente B,2025-10-11 23:38:22.703,Servicio 3,Producto A,Zona Sur,10,12768.8,47883.0,2025,10
Cliente D,2025-10-13 01:56:45.405,Servicio 1,Producto B,Zona Norte,3,3150.79,11815.46,2025,10
Cliente A,2025-10-14 04:15:08.108,Servicio 1,Producto B,Zona Norte,12,14366.23,53873.36,2025,10
Cliente E,2025-10-15 06:33:30.811,Servicio 1,Producto A,Zona Sur,17,5961.81,22356.79,2025,10
Cliente B,2025-10-16 08:51:53.514,Servicio 1,Producto C,Zona Centro,5,5418.99,20321.21,2025,10
Cliente A,2025-10-17 11:10:16.216,Servicio 3,Producto B,Zona Centro,9,1405.25,5269.69,2025,10
Cliente B,2025-10-18 13:28:38.919,Servicio 3,Producto A,Zona Norte,7,7549.52,28310.7,2025,10
Cliente C,2025-10-19 15:47:01.622,Servicio 2,Producto B,Zona Sur,4,2080.7,7802.62,2025,10
Cliente E,2025-10-20 18:05:24.324,Servicio 3,Producto C,Zona Sur,13,4103.83,15389.36,2025,10
Cliente A,2025-10-21 20:23:47.027,Servicio 1,Producto A,Zona Norte,13,5095.67,19108.76,2025,10
Cliente A,2025-10-22 22:42:09.730,Servicio 2,Producto B,Zona Centro,10,12227.98,45854.92,2025,10
Cliente A,2025-10-24 01:00:32.432,Servicio 2,Producto C,Zona Centro,18,13194.59,49479.71,2025,10
Cliente A,2025-10-25 03:18:55.135,Servicio 2,Producto B,Zona Centro,17,4885.76,18321.6,2025,10
Cliente A,2025-10-26 05:37:17.838,Servicio 1,Producto C,Zona Norte,13,12951.12,48566.7,2025,10
Cliente B,2025-10-27 07:55:40.541,Servicio 3,Producto C,Zona Centro,17,12929.85,48486.94,2025,10
Cliente E,2025-10-28 10:14:03.243,Servicio 1,Producto A,Zona Norte,4,11587.44,43452.9,2025,10
Cliente C,2025-10-29 12:32:25.946,Servicio 2,Producto C,Zona Norte,1,2627.08,9851.55,2025,10
Cliente C,2025-10-30 14:50:48.649,Servicio 1,Producto B,Zona Sur,1,10509.68,39411.3,2025,10
Cliente C,2025-10-31 17:09:11.351,Servicio 1,Producto C,Zona Centro,15,14202.85,53260.69,2025,10
Cliente C,2025-11-01 19:27:34.054,Servicio 3,Producto C,Zona Norte,13,10396.84,38988.15,2025,11
Cliente B,2025-11-02 21:45:56.757,Servicio 3,Producto A,Zona Centro,17,5308.44,19906.65,2025,11
Cliente D,2025-11-04 00:04:19.459,Servicio 2,Producto C,Zona Centro,8,7758.4,29094.0,2025,11
Cliente E,2025-11-05 02:22:42.162,Servicio 1,Producto C,Zona Sur,18,9863.01,36986.29,2025,11
Cliente A,2025-11-06 04:41:04.865,Servicio 1,Producto B,Zona Centro,13,7903.27,29637.26,2025,11
Cliente D,2025-11-07 06:59:27.568,Servicio 3,Producto A,Zona Sur,14,2239.32,8397.45,2025,11
Cliente C,2025-11-08 09:17:50.270,Servicio 1,Producto A,Zona Norte,8,5024.93,18843.49,2025,11
Cliente D,2025-11-09 11:36:12.973,Servicio 1,Producto A,Zona Centro,8,12134.74,45505.28,2025,11
Cliente E,2025-11-10 13:54:35.676,Servicio 1,Producto C,Zona Norte,15,12990.56,48714.6,2025,11
Cliente A,2025-11-11 16:12:58.378,Servicio 3,Producto A,Zona Centro,13,2490.85,9340.69,2025,11
Cliente A,2025-11-12 18:31:21.081,Servicio 2,Producto C,Zona Norte,7,14309.61,53661.04,2025,11
Cliente E,2025-11-13 20:49:43.784,Servicio 2,Producto C,Zona Centro,5,5267.93,19754.74,2025,11
Cliente E,2025-11-14 23:08:06.486,Servicio 1,Producto B,Zona Centro,17,10103.55,37888.31,2025,11
Cliente C,2025-11-16 01:26:29.189,Servicio 2,Producto B,Zona Centro,16,11401.46,42755.48,2025,11
Cliente A,2025-11-17 03:44:51.892,Servicio 3,Producto B,Zona Centro,2,12273.22,46024.58,2025,11
Cliente D,2025-11-18 06:03:14.595,Servicio 3,Producto B,Zona Centro,18,14213.37,53300.14,2025,11
Cliente B,2025-11-19 08:21:37.297,Servicio 2,Producto B,Zona Centro,17,5037.33,18889.99,2025,11
Cliente B,2025-11-20 10:40:00.000,Servicio 2,Producto C,Zona Centro,7,12948.34,48556.28,2025,11
Cliente E,2025-11-21 12:58:22.703,Servicio 1,Producto C,Zona Centro,13,2409.46,9035.48,2025,11
Cliente C,2025-11-22 15:16:45.405,Servicio 2,Producto A,Zona Centro,18,10723.09,40211.59,2025,11
Cliente B,2025-11-23 17:35:08.108,Servicio 1,Producto C,Zona Norte,14,11258.68,42220.05,2025,11
Cliente A,2025-11-24 19:53:30.811,Servicio 1,Producto C,Zona Sur,18,10326.99,38726.21,2025,11
Cliente E,2025-11-25 22:11:53.514,Servicio 3,Producto B,Zona Centro,13,4158.56,15594.6,2025,11
Cliente D,2025-11-27 00:30:16.216,Servicio 3,Producto C,Zona Sur,11,13159.13,49346.74,2025,11
Cliente E,2025-11-28 02:48:38.919,Servicio 3,Producto B,Zona Centro,16,2948.45,11056.69,2025,11
Cliente D,2025-11-29 05:07:01.622,Servicio 3,Producto A,Zona Centro,17,1277.7,4791.38,2025,11
Cliente E,2025-11-30 07:25:24.324,Servicio 2,Producto A,Zona Norte,8,10903.24,40887.15,2025,11
Cliente E,2025-12-01 09:43:47.027,Servicio 3,Producto C,Zona Norte,19,7394.4,27729.0,2025,12
Cliente E,2025-12-02 12:02:09.730,Servicio 2,Producto A,Zona Sur,15,12811.92,48044.7,2025,12
Cliente D,2025-12-03 14:20:32.432,Servicio 3,Producto C,Zona Norte,9,6059.26,22722.22,2025,12
Cliente D,2025-12-04 16:38:55.135,Servicio 2,Producto A,Zona Norte,10,2940.04,11025.15,2025,12
Cliente E,2025-12-05 18:57:17.838,Servicio 1,Producto B,Zona Sur,12,12628.41,47356.54,2025,12
